Subdivision,Year,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,Jan_Feb,Mar_May,Jun_Sep,Oct_Dec,Cloud_Visibility_Pct,Elevation_m,Max_Temp_C,Flood
Odisha,1996,15.5,0.0,32.9,14.8,208.0,365.3,432.8,591.9,314.6,110.0,52.8,9.3,2148.0,15.5,255.8,1704.7,172.1,47.0,500.0,34.7,1
East Uttar Pradesh,2005,13.5,4.0,26.9,99.1,139.4,284.7,597.5,518.4,378.0,183.0,64.9,13.2,2322.7,17.5,265.4,1778.7,261.1,33.7,15.0,29.1,1
Bihar,1999,14.1,33.4,47.6,85.8,134.4,289.5,541.7,588.8,173.6,243.5,34.5,27.9,2214.7,47.4,267.7,1593.6,306.0,40.5,850.0,33.2,0
Bihar,1995,7.4,10.5,15.3,67.0,158.1,548.4,673.1,341.1,308.8,150.4,78.0,3.1,2361.1,17.9,240.3,1871.3,231.5,29.5,850.0,24.9,0
Tamil Nadu,1992,14.3,8.8,33.7,13.7,211.1,286.6,476.1,357.1,285.6,76.7,83.2,8.6,1855.5,23.1,258.4,1405.4,168.5,52.0,500.0,23.4,0
Gangetic West Bengal,2022,12.7,0.0,26.1,42.4,167.7,388.8,458.2,260.8,228.6,96.0,62.8,18.0,1762.1,12.7,236.2,1336.4,176.8,52.3,80.0,34.4,1
Sub-Himalayan West Bengal,1987,2.8,8.5,28.5,76.0,248.4,216.6,718.0,544.8,174.0,70.6,89.0,22.2,2199.6,11.3,353.0,1653.4,181.9,38.3,250.0,28.4,1
Coastal Karnataka,1987,14.2,18.8,49.1,99.0,293.7,476.7,527.2,670.8,466.6,108.7,119.6,36.3,2880.7,33.0,441.8,2141.3,264.6,37.2,80.0,24.8,1
Odisha,2008,5.1,21.6,16.8,65.6,195.3,531.1,767.1,479.8,106.0,104.0,44.3,58.6,2395.3,26.7,277.7,1884.0,206.9,23.4,850.0,24.1,1
Sub-Himalayan West Bengal,1990,17.9,10.6,36.4,73.7,67.9,508.1,635.8,166.3,155.8,127.9,76.9,21.1,1898.5,28.6,178.0,1466.0,225.9,38.2,850.0,26.3,0
Rayalseema,2016,23.6,16.1,30.7,39.8,105.7,198.9,512.5,526.0,236.4,134.5,22.5,33.6,1880.3,39.7,176.2,1473.8,190.6,53.8,850.0,24.7,0
Kerala,2004,25.0,9.3,23.1,49.7,252.2,714.5,836.4,725.3,339.0,201.2,83.7,11.5,3271.2,34.4,325.1,2615.2,296.4,12.0,850.0,28.1,1
Kerala,1997,15.8,21.2,22.5,95.3,257.4,389.3,651.3,926.7,518.7,240.3,69.3,24.2,3232.1,37.1,375.2,2485.9,333.8,12.0,80.0,32.0,1
Tamil Nadu,2010,8.6,16.8,47.7,68.6,191.2,277.9,479.1,213.8,198.1,136.0,71.2,5.1,1714.1,25.4,307.5,1168.8,212.3,46.7,500.0,31.2,0
Gujarat Region,2015,11.9,26.3,26.0,30.9,75.8,477.1,654.6,489.9,133.8,141.2,73.0,9.3,2149.9,38.3,132.6,1755.4,223.5,31.4,250.0,28.0,1
Bihar,1991,9.0,20.3,60.6,52.9,152.3,378.6,616.3,642.0,365.3,243.1,101.5,10.8,2652.7,29.3,265.8,2002.2,355.4,33.7,250.0,28.8,1
Gujarat Region,2020,12.8,4.1,52.5,113.1,196.1,214.5,512.4,321.0,280.5,166.8,104.7,18.2,1996.7,16.9,361.7,1328.4,289.8,44.5,15.0,30.8,1
Rayalseema,2004,11.0,11.9,45.0,60.7,93.8,400.3,478.3,505.5,248.9,118.5,75.8,33.7,2083.6,22.9,199.6,1633.0,228.1,37.4,850.0,33.3,0
Kerala,2001,12.8,24.2,43.1,61.3,162.5,560.4,692.0,717.3,350.5,254.0,150.4,21.7,3050.3,36.9,266.9,2320.3,426.1,15.8,250.0,29.9,1
Sub-Himalayan West Bengal,1987,0.0,24.6,23.9,114.1,215.8,271.2,673.6,449.3,219.6,247.4,58.5,12.9,2310.8,24.6,353.8,1613.6,318.8,31.8,500.0,33.3,1
Konkan & Goa,1992,15.5,31.9,48.7,68.9,70.7,476.3,902.6,498.7,302.4,121.0,91.6,15.6,2644.0,47.4,188.3,2180.0,228.3,22.7,15.0,27.7,1
Rayalseema,2018,19.3,31.9,45.7,57.5,187.1,207.2,541.8,476.4,351.2,113.4,91.5,21.7,2144.8,51.2,290.4,1576.6,226.7,46.0,500.0,28.0,0
Coastal Karnataka,1990,20.3,27.1,70.5,74.3,249.6,503.8,726.3,547.5,207.0,332.4,139.3,24.1,2922.4,47.5,394.4,1984.7,495.8,30.9,850.0,33.2,1
Odisha,2008,11.4,16.4,53.3,102.6,121.2,324.2,302.4,505.2,281.5,209.0,30.5,0.3,1958.0,27.8,277.1,1413.3,239.8,50.4,15.0,31.8,1
Konkan & Goa,2003,11.0,27.0,19.0,110.8,300.6,580.8,729.1,487.9,330.4,193.5,82.6,26.6,2899.3,37.9,430.5,2128.2,302.7,16.7,15.0,31.2,1
Gangetic West Bengal,2024,11.5,21.6,33.5,36.0,50.6,390.0,604.9,371.7,218.5,181.2,114.3,25.1,2058.9,33.1,120.1,1585.0,320.6,41.3,250.0,25.3,1
Rayalseema,1980,9.4,14.0,41.3,48.5,132.6,469.3,347.3,527.2,283.7,222.2,42.0,24.4,2162.0,23.4,222.4,1627.6,288.7,53.3,15.0,23.7,1
Sub-Himalayan West Bengal,1991,10.2,21.0,32.4,42.7,179.0,525.4,352.7,601.1,269.8,255.5,44.7,1.4,2336.0,31.2,254.1,1749.0,301.6,51.5,30.0,30.6,1
Kerala,2022,17.5,32.0,20.9,116.5,292.0,668.8,799.1,1015.1,434.5,210.3,113.3,26.2,3746.2,49.5,429.4,2917.5,349.8,12.0,500.0,30.3,1
Kerala,1988,14.3,30.5,39.0,101.6,286.5,495.6,856.5,894.3,562.4,289.8,118.5,43.6,3732.7,44.8,427.1,2808.9,451.9,12.0,250.0,23.5,1
Gujarat Region,2012,14.8,6.0,22.0,87.2,220.6,324.8,529.8,195.8,270.3,180.0,144.6,27.7,2023.6,20.8,329.7,1320.7,352.3,39.7,500.0,34.1,0
Bihar,2000,12.4,6.1,18.3,50.8,158.6,111.6,197.7,426.6,173.0,42.5,37.0,14.1,1248.8,18.5,227.8,908.9,93.6,69.6,500.0,27.3,0
Sub-Himalayan West Bengal,2020,8.9,10.0,11.8,23.6,247.8,287.8,592.8,594.8,229.3,159.9,72.2,28.1,2267.0,18.9,283.2,1704.7,260.3,39.1,500.0,31.1,1
East Uttar Pradesh,2019,13.7,24.0,51.1,52.5,102.7,165.5,185.5,177.1,361.2,197.1,72.4,12.3,1415.0,37.6,206.3,889.4,281.8,75.5,15.0,24.6,0
East Uttar Pradesh,1984,10.4,7.3,38.5,64.1,53.7,435.7,442.2,655.3,295.3,210.6,71.0,35.4,2319.4,17.6,156.3,1828.4,317.0,37.4,500.0,33.0,1
Sub-Himalayan West Bengal,1997,12.9,18.6,4.0,62.7,142.3,295.0,644.9,400.8,464.9,195.0,141.8,6.3,2389.3,31.5,209.0,1805.6,343.2,31.7,80.0,36.5,1
Konkan & Goa,1989,17.4,27.3,34.7,65.5,168.0,579.6,857.0,770.9,439.6,229.9,120.4,36.8,3347.0,44.7,268.2,2647.1,387.1,12.0,80.0,24.2,1
Coastal Karnataka,1984,12.4,27.2,66.4,50.3,272.4,661.2,942.7,818.7,513.4,205.3,110.0,21.8,3701.8,39.6,389.1,2936.0,337.1,12.0,80.0,33.2,1
Gujarat Region,1982,18.4,22.6,37.8,64.0,190.8,406.8,668.8,445.9,274.7,236.7,33.3,11.8,2411.5,40.9,292.5,1796.2,281.8,32.6,80.0,28.1,1
Gujarat Region,2004,2.3,11.8,36.5,57.4,154.6,277.6,556.2,520.9,104.3,0.0,52.1,11.0,1784.9,14.1,248.5,1459.1,63.1,44.6,850.0,36.6,0
Bihar,2014,8.6,1.8,35.1,53.1,142.1,247.3,454.9,354.5,234.9,127.5,83.0,18.3,1761.1,10.4,230.3,1291.6,228.8,48.9,850.0,29.0,0
Coastal Karnataka,2006,15.0,17.0,42.6,67.2,171.0,597.9,733.7,574.6,550.7,219.0,61.1,20.9,3070.6,31.9,280.8,2456.9,301.0,21.9,15.0,28.5,1
Assam & Meghalaya,2021,29.0,25.4,67.7,82.6,320.6,580.3,847.1,664.7,455.9,253.1,90.0,15.0,3431.4,54.4,470.9,2548.0,358.1,12.0,15.0,35.6,1
Assam & Meghalaya,1990,9.2,11.1,36.7,74.1,187.5,409.1,885.7,642.0,282.7,251.9,82.6,39.9,2912.5,20.3,298.3,2219.5,374.4,18.4,80.0,34.7,1
Bihar,2021,11.7,18.6,38.6,29.2,51.8,298.0,379.6,413.9,204.4,258.9,44.5,25.3,1774.3,30.2,119.7,1295.8,328.6,55.8,15.0,30.8,1
Rayalseema,1987,8.3,13.1,7.3,46.5,110.8,256.1,459.6,497.6,242.5,157.7,55.8,0.0,1855.1,21.3,164.6,1455.7,213.5,47.2,15.0,24.0,1
Odisha,1984,9.7,29.2,39.1,31.4,143.7,235.7,846.7,243.7,342.5,184.3,57.0,13.6,2176.6,38.9,214.2,1668.7,254.8,32.7,15.0,35.6,1
Sub-Himalayan West Bengal,1998,8.5,20.4,39.7,31.8,227.5,420.8,462.9,380.7,219.5,98.4,65.1,22.5,1997.9,28.9,299.0,1483.9,186.0,52.9,30.0,31.3,1
Coastal Karnataka,2002,18.6,29.9,38.4,112.3,133.4,676.2,692.1,573.5,483.3,237.0,110.3,39.5,3144.5,48.5,284.2,2425.1,386.7,15.7,80.0,25.1,1
Rayalseema,2024,12.9,7.7,4.9,8.7,124.9,444.6,507.1,546.1,92.6,184.2,90.5,20.1,2044.3,20.6,138.5,1590.4,294.8,49.0,850.0,29.2,0
Bihar,1986,5.2,9.5,30.0,57.6,93.5,184.2,438.0,353.5,246.3,169.3,45.1,34.4,1666.6,14.8,181.1,1222.0,248.8,43.0,500.0,31.9,0
East Uttar Pradesh,2017,8.6,18.3,17.6,54.2,113.9,270.0,353.0,475.4,318.9,51.7,2.8,23.4,1707.8,26.9,185.7,1417.3,77.8,59.2,30.0,26.2,1
Gangetic West Bengal,2011,5.0,23.3,12.9,105.9,110.3,259.7,514.5,436.2,224.9,131.8,54.9,4.4,1883.7,28.3,229.1,1435.2,191.1,44.0,15.0,25.2,1
Sub-Himalayan West Bengal,1988,18.5,10.1,31.2,75.7,129.5,158.3,653.7,528.6,134.5,206.0,54.9,29.3,2030.2,28.6,236.4,1475.1,290.1,42.6,500.0,24.6,1
Assam & Meghalaya,1997,9.0,10.7,45.8,88.2,290.5,390.7,810.4,712.1,505.0,337.7,129.6,26.6,3356.3,19.7,424.5,2418.2,493.9,12.0,30.0,24.8,1
Kerala,2008,29.0,29.1,62.0,64.2,266.7,696.6,990.5,747.4,366.3,213.2,126.4,30.6,3621.9,58.0,392.9,2800.8,370.2,12.0,80.0,33.4,1
Coastal Karnataka,1992,15.8,36.5,45.5,137.5,291.4,448.6,901.6,546.6,412.7,230.7,83.9,39.7,3190.6,52.4,474.3,2309.5,354.3,12.0,80.0,23.5,1
Kerala,1999,16.0,25.0,58.7,111.1,243.0,649.9,776.2,577.2,351.2,349.6,86.3,35.3,3279.6,41.1,412.8,2354.5,471.2,12.0,80.0,35.7,1
Bihar,1995,9.3,24.0,13.2,41.9,160.5,420.4,400.9,496.7,307.3,140.7,74.9,11.9,2101.6,33.3,215.6,1625.3,227.5,50.3,80.0,29.7,1
Assam & Meghalaya,2014,12.3,30.9,57.3,65.1,243.8,635.7,950.7,790.9,445.7,217.2,124.2,22.2,3596.0,43.2,366.2,2823.0,363.7,12.0,500.0,27.7,1
Assam & Meghalaya,1984,18.7,23.1,44.0,129.9,304.8,436.9,913.8,987.2,460.8,262.2,90.7,14.2,3686.4,41.8,478.7,2798.8,367.1,12.0,80.0,35.8,1
East Uttar Pradesh,1980,13.1,10.7,36.2,85.4,159.4,449.2,643.9,318.3,250.2,81.4,35.3,9.1,2092.0,23.8,280.9,1661.6,125.8,31.2,80.0,25.7,1
Kerala,2016,24.9,26.2,70.3,87.3,229.6,807.1,746.4,748.3,494.5,259.9,49.7,31.9,3576.1,51.1,387.2,2796.4,341.5,12.0,850.0,26.3,1
Tamil Nadu,2003,18.4,21.8,25.2,56.3,62.3,390.5,565.8,353.2,317.7,67.6,98.1,31.2,2008.2,40.3,143.8,1627.1,196.9,36.2,850.0,34.6,0
Rayalseema,1997,8.4,16.8,37.3,58.1,195.2,240.9,676.4,407.5,147.0,259.0,89.8,26.6,2163.2,25.2,290.7,1471.9,375.5,53.3,30.0,32.6,1
Bihar,2008,17.5,17.2,16.6,40.9,106.1,356.2,690.2,474.3,264.4,109.8,32.3,28.4,2154.0,34.8,163.6,1785.1,170.5,25.8,250.0,26.0,1
Gangetic West Bengal,2015,0.0,16.9,18.3,36.8,178.0,193.5,385.0,544.5,304.5,171.3,64.3,37.1,1950.1,16.9,233.0,1427.5,272.7,49.4,850.0,27.0,0
Gangetic West Bengal,1999,4.9,26.3,18.7,73.6,149.8,436.3,608.5,609.0,382.1,212.8,50.2,16.4,2588.7,31.2,242.1,2035.9,279.3,28.1,80.0,25.2,1
Assam & Meghalaya,2012,21.2,43.1,77.2,53.5,286.3,633.5,852.6,855.7,452.4,278.3,129.0,3.3,3686.1,64.3,417.0,2794.1,410.7,12.0,850.0,25.7,1
Gangetic West Bengal,1988,18.0,8.3,16.7,88.8,166.0,234.9,408.4,376.5,273.0,286.3,116.1,5.9,1998.9,26.4,271.4,1292.7,408.3,45.6,15.0,24.9,1
Konkan & Goa,1984,20.5,9.6,44.5,111.1,139.9,636.8,622.1,629.8,415.2,229.1,114.9,35.5,3009.1,30.1,295.5,2303.9,379.6,28.6,15.0,37.0,1
Bihar,1992,5.0,29.2,32.0,95.1,176.3,380.7,848.8,123.6,231.0,78.7,78.3,7.4,2086.2,34.3,303.3,1584.1,164.4,34.6,500.0,24.0,1
Bihar,1984,10.9,15.1,34.5,43.2,139.8,331.5,244.8,336.3,305.1,218.1,56.7,18.9,1755.0,26.0,217.5,1217.8,293.7,52.4,500.0,27.9,0
Konkan & Goa,1988,10.9,21.7,23.2,83.1,200.4,565.7,582.2,635.9,530.3,242.1,102.3,19.8,3017.5,32.6,306.8,2314.1,364.2,22.4,850.0,33.7,1
Bihar,1986,13.1,18.4,52.4,92.1,45.9,438.3,518.5,446.9,155.1,129.8,86.5,19.4,2016.4,31.5,190.4,1558.9,235.6,41.4,500.0,35.3,1
Bihar,1990,8.4,16.5,0.1,57.3,138.5,321.0,368.1,415.1,202.7,235.2,69.0,27.0,1859.0,24.9,195.9,1307.0,331.2,58.6,850.0,31.1,0
Tamil Nadu,2024,6.0,1.7,0.3,54.7,155.2,77.2,619.3,401.1,394.6,88.4,71.6,21.2,1891.1,7.7,210.1,1492.2,181.2,43.0,80.0,29.6,1
Gujarat Region,1992,5.0,23.8,30.0,26.4,145.7,632.1,709.7,403.1,287.6,63.7,33.3,9.3,2369.6,28.7,202.1,2032.5,106.3,29.7,80.0,28.5,1
Odisha,2012,17.1,25.6,4.7,54.1,88.1,389.9,291.4,478.6,206.4,154.1,36.3,10.9,1757.2,42.7,146.9,1366.3,201.3,63.3,15.0,35.8,1
Odisha,2018,14.6,4.0,31.3,63.2,134.5,515.9,638.5,384.9,305.9,260.4,37.5,31.7,2422.4,18.7,229.0,1845.2,329.5,29.0,15.0,36.4,1
Gujarat Region,2019,1.3,10.2,13.8,49.8,177.9,428.2,666.3,368.0,152.7,212.0,129.6,51.7,2261.5,11.5,241.5,1615.2,393.2,31.1,15.0,24.1,1
Konkan & Goa,1995,16.7,18.5,43.5,104.9,194.2,732.4,863.1,748.2,450.6,312.0,100.3,3.8,3588.3,35.2,342.7,2794.4,416.1,12.0,500.0,23.9,1
Assam & Meghalaya,1981,18.6,28.1,58.0,53.2,199.7,457.5,727.2,965.0,487.7,242.2,63.4,31.2,3331.9,46.7,311.0,2637.5,336.8,12.0,15.0,31.9,1
Kerala,2014,18.0,11.3,58.9,84.6,233.9,630.9,671.6,499.4,370.6,279.0,140.2,23.3,3021.5,29.3,377.3,2172.4,442.5,16.0,30.0,23.1,1
Odisha,2016,19.8,24.7,30.2,94.1,24.2,490.8,569.7,368.2,204.4,240.9,18.1,5.3,2090.3,44.5,148.5,1633.1,264.3,33.3,15.0,26.7,1
Rayalseema,2005,5.5,28.7,31.3,18.5,147.9,354.4,523.3,638.4,254.0,157.6,29.0,0.0,2188.7,34.2,197.7,1770.0,186.6,30.3,500.0,35.5,1
Assam & Meghalaya,2001,29.1,32.1,48.1,110.0,163.0,660.6,744.2,519.9,383.8,305.4,153.2,41.4,3190.8,61.2,321.1,2308.5,500.0,16.3,250.0,24.9,0
Assam & Meghalaya,2016,22.8,21.1,63.6,135.6,240.0,520.7,873.7,714.7,402.8,208.9,97.5,19.0,3320.3,43.9,439.2,2511.9,325.4,12.0,850.0,33.7,1
Konkan & Goa,1981,22.5,16.6,48.2,130.5,283.8,582.4,624.1,613.9,343.4,307.5,115.3,17.4,3105.6,39.1,462.5,2163.8,440.2,22.8,80.0,34.8,1
Rayalseema,2006,8.8,14.5,19.1,71.2,199.4,331.4,468.4,508.2,254.4,163.5,91.2,18.4,2148.6,23.3,289.6,1562.5,273.2,40.3,80.0,27.1,1
Gujarat Region,2008,4.8,0.0,25.7,10.1,235.3,188.2,477.1,418.1,407.2,63.1,34.7,14.2,1878.5,4.8,271.2,1490.6,111.9,51.4,15.0,30.8,1
Kerala,2023,15.0,26.4,65.6,75.4,309.5,676.2,928.0,737.3,363.0,175.5,81.5,42.0,3495.4,41.4,450.5,2704.4,299.0,12.0,80.0,31.6,1
Gangetic West Bengal,1996,11.7,11.7,34.9,89.5,146.0,330.1,570.0,281.4,293.9,147.6,81.9,25.5,2024.4,23.4,270.5,1475.4,255.1,37.4,500.0,31.1,0
Assam & Meghalaya,1990,11.5,28.9,62.1,131.6,246.7,440.2,784.2,387.4,445.4,248.6,107.3,36.1,2930.1,40.4,440.4,2057.3,392.0,27.4,80.0,24.6,1
Gangetic West Bengal,2022,12.0,10.0,10.2,19.3,197.8,389.5,626.8,462.9,155.2,63.9,87.1,22.5,2057.0,21.9,227.2,1634.3,173.5,42.5,80.0,35.9,1
Kerala,1992,20.9,27.9,86.1,119.3,305.2,515.5,952.3,844.0,349.0,178.7,133.3,22.4,3554.5,48.8,510.6,2660.7,334.4,12.0,30.0,28.4,1
East Uttar Pradesh,2006,16.9,2.8,34.5,28.8,117.6,330.0,420.4,260.0,441.5,199.2,49.6,11.9,1913.2,19.7,180.9,1451.9,260.7,53.2,850.0,36.3,0
Sub-Himalayan West Bengal,2015,8.1,23.2,15.0,49.5,108.5,339.8,493.8,382.9,236.9,273.8,57.9,21.6,2010.8,31.3,173.0,1453.3,353.2,44.3,80.0,24.0,1
Bihar,2018,11.1,26.6,19.9,44.3,131.0,330.1,501.1,351.1,292.1,144.1,111.5,0.0,1962.8,37.7,195.2,1474.4,255.6,49.9,850.0,27.6,0
Coastal Karnataka,2017,17.3,20.6,59.6,59.8,270.4,458.7,894.0,544.0,411.4,308.9,95.2,21.6,3161.3,37.9,389.7,2308.0,425.7,17.5,850.0,28.6,1
Gujarat Region,1980,10.1,13.6,7.6,43.8,200.8,413.7,455.5,321.3,380.0,62.0,78.8,22.9,2010.2,23.7,252.2,1570.5,163.7,49.6,250.0,27.7,1
Tamil Nadu,2009,6.5,2.0,37.8,86.8,125.9,325.3,606.0,462.7,138.1,96.8,43.3,5.9,1937.2,8.5,250.6,1532.1,145.9,42.7,850.0,27.6,0
East Uttar Pradesh,1992,6.8,9.5,24.6,61.9,161.6,357.2,593.4,376.7,270.7,1.6,60.4,5.9,1930.2,16.3,248.1,1597.9,67.9,39.9,850.0,30.9,0
Odisha,2022,14.3,21.6,19.3,49.4,76.5,204.1,719.4,286.2,277.5,116.6,39.3,15.6,1839.7,35.9,145.1,1487.2,171.4,42.5,30.0,26.2,1
East Uttar Pradesh,1982,3.9,11.3,28.4,79.4,114.9,232.3,628.2,485.1,287.4,100.0,115.3,5.9,2092.2,15.3,222.8,1633.0,221.1,35.5,80.0,28.2,1
Rayalseema,2014,21.9,13.0,42.9,67.6,78.9,483.1,600.3,359.2,359.6,193.7,90.6,15.2,2326.2,35.0,189.4,1802.2,299.5,37.2,15.0,32.9,1
Assam & Meghalaya,1982,17.8,34.3,38.1,120.7,160.9,883.7,1163.7,466.4,361.9,248.8,124.4,31.4,3652.1,52.1,319.6,2875.7,404.7,12.0,30.0,31.6,1
Assam & Meghalaya,1995,10.2,22.2,17.6,138.0,254.9,593.6,1075.0,664.6,578.1,276.4,109.7,41.4,3781.8,32.4,410.6,2911.4,427.4,12.0,250.0,30.6,1
Rayalseema,2017,3.7,17.8,43.1,43.3,80.1,315.3,320.5,562.4,189.6,158.8,29.1,27.1,1790.8,21.6,166.4,1387.8,215.0,52.3,80.0,25.6,1
Konkan & Goa,1988,16.2,6.7,30.8,120.1,255.5,572.3,676.6,874.7,496.4,198.8,90.6,35.7,3374.4,22.9,406.4,2620.1,325.0,12.0,500.0,36.2,1
Coastal Karnataka,1996,21.2,22.7,18.9,97.0,284.6,470.7,745.2,593.5,356.7,230.9,134.5,36.4,3012.4,43.9,400.6,2166.1,401.8,18.5,250.0,33.2,1
Tamil Nadu,1998,12.7,6.6,27.5,69.6,99.4,343.2,376.8,429.9,203.6,110.2,65.6,26.2,1771.3,19.3,196.5,1353.6,202.0,48.4,250.0,23.5,1
Gujarat Region,2011,16.9,13.7,22.6,86.0,211.1,398.0,437.8,236.8,114.9,260.3,38.6,23.3,1860.0,30.6,319.7,1187.5,322.2,56.2,250.0,32.6,1
Coastal Karnataka,2020,19.7,18.9,47.0,96.7,337.5,249.7,699.6,686.4,326.3,251.8,87.1,19.8,2840.5,38.6,481.2,1962.0,358.7,31.1,500.0,34.3,1
East Uttar Pradesh,2013,5.9,11.9,23.8,30.1,187.1,439.9,376.4,291.0,91.7,233.4,74.6,18.3,1784.0,17.8,241.0,1198.9,326.3,51.2,30.0,26.7,1
East Uttar Pradesh,2004,3.3,9.4,78.0,83.6,113.6,225.9,614.9,219.1,261.5,144.2,87.5,12.3,1853.2,12.7,275.1,1321.4,244.0,48.2,850.0,29.4,0
Coastal Karnataka,1997,2.8,12.5,27.3,85.1,316.4,504.4,818.2,482.0,325.4,251.2,111.5,21.3,2958.1,15.3,428.8,2130.0,384.0,24.5,30.0,29.8,1
Bihar,2014,24.8,15.1,41.2,19.8,193.5,413.3,418.0,350.4,303.0,76.5,32.3,17.9,1905.8,39.9,254.5,1484.6,126.8,44.0,30.0,36.3,1
Bihar,1983,8.9,24.5,43.6,30.1,131.4,411.9,449.0,553.5,313.1,123.2,42.5,28.5,2160.3,33.4,205.1,1727.6,194.2,33.5,250.0,31.6,1
Tamil Nadu,1995,6.3,33.2,34.4,85.1,90.6,206.3,559.9,435.6,239.4,190.3,96.0,32.0,2009.3,39.5,210.2,1441.2,318.4,43.9,30.0,28.1,1
Odisha,2001,15.0,4.6,19.1,58.1,160.5,412.8,278.6,535.1,331.1,203.3,50.3,31.2,2099.7,19.6,237.8,1557.5,284.9,43.4,850.0,29.3,0
Tamil Nadu,1993,23.2,15.3,14.5,35.6,102.0,10.0,443.8,499.5,188.4,123.5,75.1,22.5,1553.7,38.6,152.2,1141.8,221.1,59.8,500.0,32.1,0
Konkan & Goa,2003,25.4,13.4,33.9,107.8,207.2,554.3,810.8,791.1,405.3,253.3,107.6,34.0,3344.0,38.8,348.8,2561.5,394.9,16.5,500.0,28.0,1
Sub-Himalayan West Bengal,2017,17.6,0.0,41.0,45.1,170.9,276.7,520.9,656.2,199.8,191.7,48.4,19.9,2188.2,17.6,256.9,1653.6,260.1,40.7,250.0,30.7,1
Tamil Nadu,1983,11.1,14.9,53.8,2.8,159.1,279.4,372.8,590.2,411.0,115.5,83.0,11.6,2105.1,26.0,215.7,1653.5,210.0,32.8,30.0,33.8,1
Konkan & Goa,1981,6.6,16.9,39.0,81.4,200.4,635.1,615.8,558.4,544.9,266.1,102.3,42.9,3109.9,23.6,320.9,2354.1,411.3,22.4,850.0,34.9,1
Tamil Nadu,1992,2.8,3.2,62.2,30.8,183.5,364.3,617.7,276.7,365.3,132.0,101.7,17.4,2157.6,6.0,276.4,1624.1,251.1,30.5,15.0,23.2,1
Odisha,2008,6.9,39.0,37.0,31.1,144.0,501.2,570.2,593.1,391.1,150.6,21.1,21.5,2506.7,45.9,212.1,2055.5,193.2,24.3,15.0,27.4,1
Gangetic West Bengal,2013,7.7,16.9,6.6,83.2,119.4,231.8,517.7,314.3,57.4,146.8,67.6,5.4,1574.8,24.6,209.1,1121.3,219.8,57.1,250.0,25.2,1
Sub-Himalayan West Bengal,1992,6.6,15.1,27.3,47.9,124.8,123.1,377.9,254.5,285.8,140.3,84.0,20.5,1508.0,21.7,200.1,1041.4,244.8,63.3,250.0,34.7,0
Odisha,2020,10.7,14.4,14.8,85.7,129.2,492.1,421.4,471.3,10.0,259.1,84.0,8.3,2001.0,25.1,229.7,1394.8,351.4,49.2,15.0,29.9,1
Rayalseema,2012,11.1,11.2,27.7,62.5,162.3,288.7,706.2,338.7,93.6,96.0,108.7,9.9,1916.5,22.2,252.5,1427.1,214.6,37.3,15.0,27.6,1
Coastal Karnataka,2012,14.8,22.1,58.9,132.8,265.6,634.4,854.0,732.1,630.0,251.7,108.3,32.6,3737.2,36.9,457.3,2850.5,392.6,12.0,30.0,24.0,1
Coastal Karnataka,2003,13.9,22.8,76.0,156.2,291.3,504.0,1042.5,586.9,431.9,277.2,97.4,25.1,3525.2,36.7,523.5,2565.3,399.7,12.0,250.0,35.7,1
Tamil Nadu,2014,5.7,1.6,16.5,4.3,140.8,149.2,386.7,324.6,422.4,142.9,27.6,36.0,1658.5,7.3,161.7,1283.1,206.5,52.9,30.0,30.4,1
Assam & Meghalaya,2021,16.6,10.3,74.8,56.4,276.9,587.6,916.2,715.2,420.1,234.3,130.8,25.7,3465.0,26.9,408.1,2639.2,390.8,12.0,80.0,25.5,1
Odisha,1994,6.3,9.7,26.8,73.1,130.3,236.1,255.6,365.8,290.7,152.9,52.5,16.0,1615.7,16.0,230.2,1148.1,221.3,57.9,250.0,33.5,0
Tamil Nadu,1994,15.3,15.5,27.4,95.5,180.1,269.7,464.4,304.6,82.0,188.5,58.0,7.3,1708.3,30.8,303.0,1120.7,253.9,55.6,850.0,31.9,0
Coastal Karnataka,1987,16.4,20.5,32.3,64.3,279.3,546.5,813.8,610.7,349.9,164.4,153.6,37.6,3089.4,36.9,375.8,2321.0,355.6,21.6,250.0,26.1,1
Bihar,1999,2.9,8.3,36.3,80.7,127.9,456.7,500.7,299.5,295.7,128.8,117.8,22.3,2077.5,11.1,245.0,1552.6,268.9,39.5,30.0,25.0,1
Tamil Nadu,1995,10.7,23.0,15.0,54.8,159.0,208.9,577.4,570.2,471.4,179.6,41.6,18.2,2330.0,33.8,228.8,1828.0,239.5,38.4,30.0,29.5,1
Kerala,1998,24.9,10.1,43.4,107.7,248.3,520.5,543.2,756.6,296.1,288.8,90.6,34.2,2964.5,35.0,399.5,2116.4,413.6,24.3,850.0,35.5,1
Rayalseema,1981,18.6,14.1,46.2,35.8,139.6,131.6,295.8,558.5,298.8,198.0,58.9,10.9,1806.7,32.7,221.5,1284.7,267.8,61.3,80.0,32.7,1
Assam & Meghalaya,1989,33.5,23.6,72.3,74.2,253.0,432.7,665.5,846.6,385.9,307.3,126.2,24.8,3245.6,57.1,399.5,2330.8,458.3,23.1,250.0,30.6,1
Kerala,1996,8.4,20.8,48.8,118.6,240.7,833.8,844.7,625.8,407.6,208.6,90.4,14.3,3462.4,29.2,408.0,2711.9,313.3,12.0,15.0,24.4,1
